loc,title,bedroom,bathroom,parking_space,price
Rivers,Terrace duplex,7.0,4.0,4.0,3383659.459
Katsina,Mansion,6.0,5.0,4.0,3907629.438
Bauchi,Terrace duplex,4.0,1.0,4.0,1335664.035
Edo,Flat,5.0,1.0,3.0,1803914.37
Ekiti,Townhouse,6.0,6.0,2.0,2492964.524
Sokoto,Semi-detached duplex,1.0,1.0,3.0,876607.1358
Jigawa,Bungalow,1.0,1.0,4.0,871991.2195
Jigawa,Mansion,9.0,4.0,5.0,4346604.442
Enugu,Detached duplex,5.0,4.0,2.0,2704508.115
Abia,Semi-detached duplex,9.0,6.0,4.0,2558818.882
Oyo,Bungalow,4.0,2.0,1.0,1674875.554
Osun,Apartment,7.0,6.0,3.0,2164445.355
Ondo,Semi-detached duplex,3.0,2.0,3.0,1518001.369
Bauchi,Bungalow,6.0,4.0,1.0,1702915.488
Kwara,Terrace duplex,3.0,2.0,1.0,1247883.963
Borno,Bungalow,4.0,3.0,2.0,1388680.542
Ebonyi,Apartment,4.0,1.0,3.0,1127658.422
Benue,Terrace duplex,4.0,3.0,2.0,1722686.317
Kebbi,Mansion,7.0,2.0,3.0,3583646.464
Ekiti,Apartment,3.0,2.0,4.0,1283454.181
Sokoto,Cottage,5.0,2.0,2.0,1459711.016
Katsina,Bungalow,4.0,2.0,3.0,1407931.29
Nasarawa,Mansion,1.0,1.0,5.0,2798306.463
Cross River,Apartment,5.0,5.0,4.0,2038571.473
Yobe,Detached duplex,1.0,1.0,4.0,1061404.613
Cross River,Detached duplex,3.0,2.0,4.0,2238214.842
Ekiti,Apartment,8.0,3.0,5.0,2288593.304
Kaduna,Apartment,4.0,3.0,3.0,1434307.83
Kebbi,Mansion,5.0,5.0,4.0,3198735.237
Plateau,Mansion,2.0,2.0,1.0,3602986.179
Bauchi,Terrace duplex,5.0,2.0,6.0,1697014.922
Bauchi,Mansion,5.0,1.0,3.0,3765257.09
Ebonyi,Cottage,4.0,1.0,1.0,1278151.577
Kebbi,Semi-detached duplex,9.0,6.0,6.0,2599809.477
Bauchi,Townhouse,2.0,1.0,4.0,1243562.893
Abia,Penthouse,7.0,7.0,6.0,2940029.595
Taraba,Detached duplex,3.0,2.0,6.0,1752245.653
Kano,Penthouse,5.0,4.0,3.0,2771931.435
Abia,Detached duplex,1.0,1.0,4.0,1072443.554
Gombe,Bungalow,9.0,6.0,4.0,2585600.477
Bayelsa,Mansion,3.0,2.0,1.0,4756091.148
Zamfara,Bungalow,3.0,2.0,2.0,1214016.099
Kano,Apartment,2.0,1.0,4.0,1093672.541
Bauchi,Townhouse,6.0,4.0,1.0,1991952.854
Osun,Mansion,9.0,4.0,3.0,5228208.834
Ogun,Townhouse,8.0,5.0,4.0,3499994.1
Borno,Flat,6.0,5.0,2.0,1803361.268
Benue,Terrace duplex,1.0,1.0,3.0,1081640.287
Delta,Bungalow,2.0,2.0,4.0,1542609.647
Edo,Townhouse,4.0,3.0,6.0,2340414.035
Akwa Ibom,Apartment,4.0,2.0,4.0,1842832.366
Adamawa,Mansion,8.0,3.0,2.0,4298036.344
Kebbi,Flat,5.0,4.0,6.0,1694764.638
Bayelsa,Bungalow,6.0,6.0,5.0,3114446.274
Katsina,Detached duplex,5.0,1.0,4.0,1890718.867
Osun,Flat,3.0,2.0,3.0,1408183.5
Abia,Cottage,4.0,1.0,2.0,995345.0394
Borno,Apartment,9.0,4.0,1.0,2088088.015
Niger,Flat,1.0,1.0,2.0,966310.2004
Ekiti,Flat,7.0,4.0,5.0,2333334.784
Borno,Apartment,5.0,2.0,3.0,1341452.716
Enugu,Terrace duplex,3.0,2.0,2.0,2006722.592
Benue,Terrace duplex,9.0,1.0,4.0,2623650.939
Kebbi,Detached duplex,5.0,1.0,2.0,1331474.335
Oyo,Terrace duplex,5.0,1.0,4.0,1968771.517
Lagos,Townhouse,2.0,1.0,1.0,4484729.064
Rivers,Detached duplex,3.0,1.0,3.0,2590207.675
Kwara,Apartment,3.0,2.0,4.0,1116816.155
Adamawa,Townhouse,4.0,3.0,3.0,1784542.16
Plateau,Townhouse,2.0,2.0,3.0,1307926.359
Akwa Ibom,Detached duplex,3.0,2.0,3.0,2229626.097
Zamfara,Townhouse,3.0,3.0,4.0,1432945.473
Nasarawa,Apartment,2.0,1.0,4.0,1147010.647
Yobe,Bungalow,9.0,6.0,2.0,2334911.635
Adamawa,Cottage,1.0,1.0,4.0,1037807.406
Bauchi,Detached duplex,5.0,1.0,3.0,1758091.404
Cross River,Townhouse,6.0,5.0,3.0,3050863.551
Bauchi,Detached duplex,9.0,2.0,1.0,2707860.931
Kano,Townhouse,9.0,5.0,6.0,3296429.357
Ekiti,Terrace duplex,9.0,6.0,2.0,2988185.393
Ondo,Mansion,5.0,4.0,3.0,4596234.296
Nasarawa,Townhouse,4.0,2.0,4.0,1846324.272
Kaduna,Townhouse,6.0,1.0,3.0,2106965.693
Osun,Bungalow,5.0,2.0,1.0,1589637.076
Ogun,Apartment,9.0,3.0,6.0,2870797.684
Yobe,Semi-detached duplex,5.0,1.0,2.0,1584198.331
Taraba,Cottage,5.0,2.0,4.0,1615300.48
Sokoto,Detached duplex,4.0,4.0,1.0,1718072.499
Ogun,Apartment,8.0,3.0,4.0,2628020.938
Borno,Mansion,1.0,1.0,6.0,2235206.44
Anambra,Semi-detached duplex,2.0,2.0,1.0,1459454.103
Zamfara,Bungalow,7.0,5.0,3.0,1950859.172
Imo,Semi-detached duplex,2.0,1.0,3.0,1427985.501
Zamfara,Detached duplex,3.0,2.0,1.0,1406020.326
Kano,Bungalow,2.0,1.0,4.0,1208298.639
Abia,Bungalow,4.0,2.0,1.0,1201370.923
Osun,Terrace duplex,5.0,2.0,3.0,1775691.17
Adamawa,Flat,6.0,5.0,4.0,1961866.409
Imo,Apartment,6.0,4.0,6.0,1949910.658
Adamawa,Apartment,3.0,2.0,4.0,1142312.862
Borno,Cottage,5.0,2.0,3.0,1119482.434
Kogi,Cottage,5.0,1.0,3.0,1070542.125
Gombe,Apartment,1.0,1.0,2.0,923229.7122
Kogi,Penthouse,3.0,2.0,3.0,1826883.718
Taraba,Townhouse,9.0,5.0,2.0,2922898.377
Ekiti,Bungalow,2.0,1.0,1.0,1133926.599
Imo,Townhouse,1.0,1.0,4.0,1299745.948
Lagos,Flat,2.0,2.0,3.0,3996213.706
Kano,Semi-detached duplex,1.0,1.0,6.0,1229941.059
Adamawa,Bungalow,4.0,2.0,3.0,1464909.263
Kaduna,Townhouse,7.0,4.0,3.0,2468007.621
Abia,Mansion,5.0,1.0,2.0,4145026.439
Imo,Apartment,3.0,2.0,3.0,1355465.088
Cross River,Penthouse,5.0,1.0,1.0,3057260.983
Cross River,Penthouse,9.0,4.0,3.0,4421800.306
Anambra,Flat,2.0,2.0,2.0,1317789.613
Benue,Semi-detached duplex,7.0,7.0,4.0,2415632.964
Kebbi,Detached duplex,5.0,1.0,3.0,1338273.915
Akwa Ibom,Terrace duplex,3.0,2.0,1.0,1858325.254
Rivers,Detached duplex,1.0,1.0,5.0,2421500.55
Akwa Ibom,Flat,7.0,7.0,3.0,2972007.921
Taraba,Townhouse,4.0,1.0,4.0,1732255.803
Akwa Ibom,Townhouse,8.0,3.0,3.0,3592471.345
Jigawa,Bungalow,2.0,1.0,4.0,960769.4594
Ondo,Apartment,5.0,2.0,2.0,1765473.131
Nasarawa,Penthouse,5.0,2.0,6.0,2771588.029
Kwara,Penthouse,3.0,2.0,3.0,2080107.023
Adamawa,Penthouse,5.0,2.0,3.0,2411393.982
Imo,Terrace duplex,6.0,2.0,6.0,2271518.093
Katsina,Detached duplex,3.0,2.0,4.0,1781390.581
Taraba,Townhouse,8.0,5.0,2.0,2700990.238
Nasarawa,Flat,3.0,2.0,2.0,1455241.221
Benue,Apartment,9.0,3.0,3.0,2270901.939
Rivers,Flat,9.0,5.0,2.0,3605961.379
Abia,Townhouse,8.0,4.0,3.0,2447023.573
Lagos,Mansion,2.0,2.0,1.0,12459581.99
Bayelsa,Detached duplex,3.0,1.0,6.0,2806264.542
Anambra,Semi-detached duplex,5.0,3.0,5.0,2249073.053
Sokoto,Flat,9.0,7.0,6.0,2435193.049
Oyo,Penthouse,4.0,1.0,5.0,2642831.354
Cross River,Mansion,8.0,4.0,3.0,5998626.181
Jigawa,Semi-detached duplex,8.0,7.0,5.0,2411934.911
Ebonyi,Apartment,7.0,5.0,2.0,1772662.902
Ondo,Apartment,5.0,1.0,4.0,1622674.101
Enugu,Mansion,5.0,4.0,2.0,4441985.093
Akwa Ibom,Bungalow,6.0,5.0,6.0,2731878.46
Akwa Ibom,Penthouse,4.0,3.0,3.0,3204755.633
Kano,Flat,3.0,2.0,3.0,1513904.877
Taraba,Bungalow,2.0,1.0,1.0,1087758.385
Jigawa,Penthouse,5.0,1.0,3.0,2042083.282
Anambra,Apartment,4.0,1.0,4.0,1555892.189
Ekiti,Flat,4.0,3.0,3.0,1781349.974
Zamfara,Detached duplex,1.0,1.0,3.0,1161221.874
Delta,Detached duplex,2.0,1.0,4.0,2162666.217
Kano,Semi-detached duplex,5.0,2.0,3.0,1976152.668
Niger,Bungalow,7.0,5.0,3.0,2136294.011
Kwara,Apartment,3.0,2.0,3.0,1139585.939
Lagos,Penthouse,3.0,2.0,6.0,4352652.211
Ogun,Semi-detached duplex,7.0,2.0,3.0,2802204.534
Nasarawa,Penthouse,5.0,4.0,2.0,2848400.231
Niger,Townhouse,8.0,3.0,5.0,2700755.431
Ekiti,Townhouse,7.0,4.0,2.0,2665627.665
Bauchi,Apartment,4.0,2.0,4.0,1209406.63
Gombe,Bungalow,3.0,2.0,2.0,1241564.421
Niger,Detached duplex,2.0,2.0,3.0,1496196.52
Kebbi,Semi-detached duplex,5.0,2.0,3.0,1129523.663
Osun,Detached duplex,9.0,4.0,3.0,3458251.924
Abia,Mansion,5.0,2.0,1.0,1683354.85
Gombe,Penthouse,9.0,3.0,4.0,3504155.608
Abia,Apartment,7.0,7.0,1.0,1804688.295
Bayelsa,Semi-detached duplex,1.0,1.0,1.0,1691715.393
Delta,Mansion,5.0,4.0,3.0,5055275.407
Nasarawa,Detached duplex,7.0,5.0,4.0,2979778.324
Osun,Bungalow,4.0,3.0,6.0,1851619.565
Edo,Terrace duplex,4.0,2.0,3.0,1920138.787
Niger,Detached duplex,5.0,3.0,6.0,2237574.144
Cross River,Penthouse,7.0,1.0,4.0,3734018.242
Edo,Bungalow,4.0,1.0,4.0,1732255.803
Lagos,Detached duplex,5.0,1.0,2.0,2737490.541
Yobe,Mansion,2.0,1.0,3.0,2310586.77
Niger,Penthouse,8.0,4.0,2.0,3232033.738
Akwa Ibom,Flat,1.0,1.0,4.0,1667421.864
Oyo,Townhouse,7.0,4.0,6.0,3019402.355
Anambra,Bungalow,3.0,2.0,6.0,1771973.634
Katsina,Apartment,1.0,1.0,2.0,853773.1773
Lagos,Semi-detached duplex,1.0,1.0,2.0,3805074.708
Nasarawa,Penthouse,5.0,4.0,2.0,2733868.739
Jigawa,Detached duplex,4.0,3.0,2.0,1831135.638
Plateau,Cottage,3.0,2.0,2.0,1375459.767
Edo,Bungalow,4.0,3.0,6.0,2019243.746
Osun,Mansion,5.0,2.0,2.0,2269085.745
Taraba,Semi-detached duplex,2.0,2.0,2.0,1216013.453
Kano,Detached duplex,4.0,2.0,6.0,2175073.02
Ekiti,Semi-detached duplex,9.0,6.0,3.0,3014536.489
Adamawa,Detached duplex,5.0,4.0,6.0,2409860.832
Kwara,Townhouse,5.0,3.0,2.0,2048436.747
Jigawa,Semi-detached duplex,8.0,6.0,2.0,2319613.617
Zamfara,Detached duplex,4.0,1.0,3.0,1613513.218
Jigawa,Semi-detached duplex,3.0,2.0,4.0,1447786.382
Niger,Flat,3.0,2.0,4.0,1273370.337
Abia,Cottage,2.0,1.0,1.0,682943.327
Bayelsa,Mansion,3.0,1.0,1.0,2593970.512
Taraba,Terrace duplex,1.0,1.0,1.0,958090.7225
Zamfara,Flat,4.0,2.0,1.0,1245665.79
Abia,Apartment,4.0,2.0,4.0,1208435.905
Plateau,Terrace duplex,2.0,1.0,3.0,1173264.649
Anambra,Detached duplex,2.0,2.0,2.0,1787463.576
Oyo,Townhouse,1.0,1.0,4.0,1485988.5
Jigawa,Terrace duplex,3.0,2.0,4.0,1167727.449
Oyo,Semi-detached duplex,7.0,7.0,4.0,2856337.379
Ondo,Mansion,3.0,1.0,1.0,3095621.502
Enugu,Apartment,5.0,2.0,3.0,1779616.508
Osun,Mansion,5.0,1.0,2.0,1994784.916
Gombe,Flat,4.0,2.0,4.0,1360913.768
Rivers,Terrace duplex,1.0,1.0,3.0,1715411.181
Nasarawa,Penthouse,3.0,2.0,2.0,2237914.359
Sokoto,Detached duplex,3.0,2.0,2.0,1652252.6
Ondo,Detached duplex,4.0,2.0,4.0,2199709.274
Rivers,Terrace duplex,8.0,3.0,4.0,3445563.395
Borno,Semi-detached duplex,5.0,2.0,1.0,1594538.435
Ebonyi,Bungalow,7.0,1.0,4.0,1859440.231
Adamawa,Penthouse,4.0,1.0,3.0,2239814.556
Yobe,Flat,2.0,1.0,2.0,926551.2186
Lagos,Terrace duplex,2.0,1.0,4.0,1670947.013
Osun,Bungalow,8.0,3.0,1.0,2413103.995
Zamfara,Apartment,3.0,2.0,3.0,1156969.375
Ebonyi,Flat,7.0,6.0,2.0,1960050.376
Ondo,Semi-detached duplex,1.0,1.0,3.0,1432720.059
Sokoto,Detached duplex,4.0,2.0,2.0,1500098.127
Kebbi,Apartment,8.0,6.0,4.0,2005174.155
Edo,Mansion,2.0,1.0,5.0,3451214.045
Bauchi,Apartment,4.0,2.0,3.0,1217903.02
Adamawa,Bungalow,8.0,4.0,3.0,2302521.749
Kwara,Flat,8.0,7.0,1.0,2354855.067
Abia,Terrace duplex,4.0,1.0,1.0,1322397.107
Ondo,Cottage,1.0,1.0,2.0,800382.2648
Jigawa,Terrace duplex,1.0,1.0,3.0,905975.8402
Benue,Semi-detached duplex,4.0,3.0,2.0,1757926.776
Taraba,Detached duplex,3.0,2.0,4.0,1824203.965
Kebbi,Semi-detached duplex,5.0,3.0,3.0,1666364.432
Borno,Apartment,9.0,2.0,3.0,2119825.77
Osun,Detached duplex,4.0,1.0,1.0,1869338.537
Ekiti,Semi-detached duplex,7.0,4.0,5.0,2543399.719
Taraba,Flat,4.0,3.0,1.0,1454592.876
Gombe,Semi-detached duplex,9.0,2.0,4.0,2705737.792
Imo,Penthouse,9.0,7.0,4.0,4062290.74
Nasarawa,Flat,6.0,2.0,1.0,1962762.988
Bauchi,Semi-detached duplex,9.0,3.0,4.0,2466312.677
Plateau,Terrace duplex,6.0,5.0,5.0,2232658.072
Nasarawa,Flat,5.0,2.0,2.0,1629722.148
Jigawa,Detached duplex,4.0,3.0,2.0,1856185.446
Enugu,Flat,9.0,5.0,5.0,3000975.7
Ondo,Terrace duplex,4.0,1.0,2.0,1717237.272
Jigawa,Penthouse,4.0,2.0,3.0,1938213.916
Kaduna,Penthouse,4.0,2.0,3.0,2105154.204
Rivers,Flat,1.0,1.0,2.0,1416945.045
Kebbi,Flat,9.0,3.0,3.0,2234465.855
Ogun,Townhouse,8.0,1.0,4.0,3284635.739
Cross River,Detached duplex,3.0,2.0,6.0,2494613.458
Osun,Townhouse,4.0,3.0,2.0,2023556.839
Ondo,Detached duplex,2.0,2.0,1.0,1704651.306
Plateau,Bungalow,3.0,2.0,1.0,1234592.067
Imo,Apartment,5.0,2.0,5.0,1676519.625
Nasarawa,Flat,4.0,2.0,2.0,1506851.668
Yobe,Townhouse,4.0,3.0,2.0,1764168.414
Benue,Apartment,8.0,3.0,4.0,2100661.446
Kwara,Apartment,4.0,4.0,2.0,1361271.296
Anambra,Apartment,7.0,4.0,5.0,2286653.687
Kano,Terrace duplex,1.0,1.0,4.0,1256529.898
Bayelsa,Mansion,2.0,2.0,3.0,6206044.172
Edo,Mansion,8.0,1.0,2.0,4996261.88
Enugu,Flat,4.0,3.0,4.0,1928036.131
Adamawa,Terrace duplex,5.0,1.0,4.0,1641859.748
Edo,Semi-detached duplex,3.0,2.0,3.0,1786733.881
Delta,Detached duplex,8.0,3.0,5.0,3961486.64
Plateau,Flat,2.0,1.0,5.0,1233690.569
Ebonyi,Penthouse,2.0,2.0,3.0,1706464.463
Plateau,Bungalow,4.0,1.0,2.0,1412763.791
Plateau,Semi-detached duplex,5.0,2.0,2.0,1702649.508
Plateau,Bungalow,7.0,1.0,3.0,2010994.601
Bayelsa,Apartment,3.0,1.0,2.0,1747873.528
Kaduna,Detached duplex,5.0,1.0,3.0,1952779.535
Taraba,Bungalow,6.0,4.0,4.0,1930541.556
Kogi,Semi-detached duplex,1.0,1.0,2.0,972086.6977
Ogun,Penthouse,5.0,1.0,1.0,2986378.253
Niger,Penthouse,5.0,2.0,3.0,2347894.408
Oyo,Terrace duplex,5.0,1.0,2.0,2073134.916
Kaduna,Apartment,5.0,3.0,5.0,1566909.612
Akwa Ibom,Flat,1.0,1.0,3.0,1445091.35
Adamawa,Townhouse,9.0,1.0,5.0,2844351.438
Plateau,Flat,7.0,4.0,1.0,2063327.919
Katsina,Bungalow,3.0,2.0,3.0,1171851.141
Niger,Penthouse,3.0,2.0,6.0,2229649.755
Kaduna,Semi-detached duplex,7.0,7.0,3.0,2392209.767
Edo,Bungalow,4.0,1.0,4.0,1636152.745
Borno,Cottage,1.0,1.0,2.0,911043.0164
Benue,Detached duplex,7.0,6.0,3.0,2735670.197
Katsina,Semi-detached duplex,4.0,2.0,1.0,1484730.784
Yobe,Bungalow,2.0,1.0,2.0,934508.8033
Taraba,Flat,7.0,7.0,4.0,2219764.335
Ekiti,Mansion,4.0,3.0,1.0,3647818.339
Abia,Semi-detached duplex,7.0,6.0,3.0,2184940.652
Katsina,Terrace duplex,4.0,3.0,2.0,1710869.056
Oyo,Mansion,1.0,1.0,2.0,3009052.411
Niger,Apartment,2.0,1.0,4.0,967465.7946
Taraba,Detached duplex,4.0,3.0,5.0,2115167.903
Jigawa,Penthouse,8.0,6.0,4.0,3071464.326
Bayelsa,Mansion,9.0,5.0,2.0,7692217.283
Borno,Flat,9.0,4.0,2.0,2280093.143
Kaduna,Mansion,4.0,3.0,3.0,3379514.46
Bauchi,Townhouse,3.0,2.0,4.0,1467207.03
Lagos,Penthouse,3.0,3.0,3.0,3776833.938
Bayelsa,Mansion,1.0,1.0,4.0,4010180.091
Borno,Mansion,3.0,3.0,5.0,2544116.34
Ondo,Penthouse,6.0,2.0,5.0,3272594.745
Kaduna,Mansion,3.0,2.0,4.0,1661796.266
Niger,Townhouse,1.0,1.0,3.0,1184712.936
Nasarawa,Townhouse,5.0,1.0,1.0,1831688.362
Ondo,Mansion,1.0,1.0,4.0,1622198.892
Lagos,Mansion,1.0,1.0,1.0,4329183.849
Enugu,Mansion,2.0,1.0,4.0,4273064.44
Kogi,Detached duplex,9.0,7.0,3.0,3242802.069
Ekiti,Mansion,4.0,3.0,6.0,3842272.715
Bauchi,Detached duplex,5.0,4.0,6.0,2126358.802
Kwara,Mansion,3.0,1.0,1.0,1478239.227
Ogun,Detached duplex,3.0,3.0,2.0,2218710.423
Lagos,Penthouse,1.0,1.0,3.0,5366902.742
Kano,Penthouse,1.0,1.0,1.0,1716432.985
Cross River,Apartment,2.0,1.0,3.0,1478163.694
Niger,Flat,2.0,2.0,4.0,1056361.169
Imo,Cottage,4.0,2.0,1.0,1618780.62
Adamawa,Terrace duplex,2.0,2.0,3.0,1207876.39
Delta,Terrace duplex,4.0,1.0,1.0,1960035.272
Anambra,Flat,7.0,1.0,3.0,2350539.425
Rivers,Semi-detached duplex,7.0,3.0,4.0,3288331.018
Kebbi,Terrace duplex,8.0,2.0,5.0,2257757.903
Ekiti,Townhouse,2.0,2.0,6.0,1569212.473
Borno,Semi-detached duplex,7.0,1.0,1.0,1948782.454
Kebbi,Penthouse,4.0,1.0,4.0,1501912.554
Sokoto,Semi-detached duplex,2.0,1.0,6.0,1268159.936
Kano,Mansion,9.0,5.0,2.0,5256274.831
Adamawa,Bungalow,7.0,6.0,4.0,2125977.624
Rivers,Detached duplex,4.0,3.0,2.0,3083208.416
Imo,Townhouse,3.0,1.0,3.0,1677494.524
Delta,Terrace duplex,3.0,3.0,5.0,2112212.247
Cross River,Penthouse,4.0,3.0,3.0,3222771.632
Lagos,Mansion,4.0,3.0,5.0,6373378.72
Sokoto,Penthouse,4.0,3.0,2.0,2131309.72
Anambra,Townhouse,4.0,2.0,1.0,1995023.48
Niger,Apartment,2.0,1.0,5.0,1071390.668
Kano,Flat,8.0,4.0,2.0,2471767.651
Akwa Ibom,Terrace duplex,1.0,1.0,1.0,1388169.733
Jigawa,Bungalow,6.0,6.0,1.0,1757733.98
Ebonyi,Flat,6.0,2.0,1.0,1648096.996
Bauchi,Terrace duplex,4.0,2.0,3.0,1290747.086
Enugu,Cottage,4.0,2.0,4.0,1880200.272
Oyo,Detached duplex,2.0,2.0,3.0,1672690.677
Bauchi,Flat,7.0,5.0,6.0,2005513.299
Borno,Detached duplex,9.0,3.0,6.0,2870797.684
Kwara,Semi-detached duplex,8.0,1.0,4.0,2436315.865
Kwara,Terrace duplex,8.0,3.0,6.0,2530219.98
Bauchi,Townhouse,8.0,6.0,4.0,2538319.24
Kebbi,Mansion,4.0,1.0,3.0,2767553.994
Kano,Bungalow,5.0,2.0,3.0,1720571.749
Zamfara,Penthouse,1.0,1.0,6.0,1462266.79
Kaduna,Townhouse,5.0,1.0,2.0,1671471.272
Cross River,Townhouse,9.0,3.0,3.0,3548678.741
Ondo,Detached duplex,3.0,2.0,5.0,2362122.935
Cross River,Apartment,1.0,1.0,3.0,1210556.501
Borno,Apartment,7.0,5.0,3.0,1804544.476
Imo,Bungalow,2.0,1.0,4.0,1177153.277
Nasarawa,Semi-detached duplex,6.0,6.0,6.0,2430100.158
Yobe,Detached duplex,3.0,2.0,2.0,1614564.887
Abia,Apartment,4.0,1.0,4.0,1162262.72
Ekiti,Townhouse,9.0,6.0,1.0,3194084.949
Adamawa,Penthouse,1.0,1.0,2.0,1661517.147
Bauchi,Mansion,2.0,2.0,1.0,2849196.534
Edo,Penthouse,3.0,1.0,1.0,2230178.653
Jigawa,Mansion,8.0,1.0,3.0,3769001.853
Ebonyi,Semi-detached duplex,4.0,1.0,6.0,1478029.952
Kaduna,Cottage,1.0,1.0,3.0,724389.5699
Borno,Bungalow,7.0,4.0,4.0,1941667.969
Ogun,Townhouse,3.0,1.0,4.0,2123408.999
Nasarawa,Detached duplex,5.0,4.0,3.0,2413687.568
Cross River,Apartment,2.0,1.0,4.0,1313871.902
Kebbi,Townhouse,4.0,1.0,4.0,1132468.615
Ekiti,Flat,1.0,1.0,4.0,1112837.207
Imo,Semi-detached duplex,1.0,1.0,1.0,1137958.76
Plateau,Bungalow,7.0,1.0,2.0,1990173.981
Plateau,Mansion,1.0,1.0,4.0,3293495.221
Lagos,Penthouse,8.0,6.0,6.0,6515678.691
Bayelsa,Penthouse,6.0,5.0,1.0,4393331.832
Edo,Mansion,2.0,1.0,6.0,3420029.604
Ondo,Townhouse,1.0,1.0,2.0,1371978.981
Gombe,Flat,5.0,2.0,4.0,1514204.511
Bayelsa,Bungalow,8.0,1.0,5.0,3366953.038
Lagos,Cottage,5.0,1.0,3.0,5359255.239
Rivers,Detached duplex,8.0,3.0,2.0,4135137.637
Adamawa,Bungalow,2.0,2.0,4.0,1098074.772
Borno,Flat,2.0,2.0,3.0,938941.3614
Ondo,Flat,3.0,2.0,6.0,1693661.503
Akwa Ibom,Cottage,3.0,1.0,1.0,1420980.735
Enugu,Detached duplex,8.0,2.0,6.0,3410046.209
Kebbi,Flat,3.0,1.0,3.0,777855.1723
Akwa Ibom,Terrace duplex,2.0,2.0,4.0,1882307.147
Gombe,Detached duplex,8.0,2.0,4.0,2823014.054
Rivers,Apartment,8.0,5.0,3.0,2997319.983
Edo,Detached duplex,2.0,1.0,3.0,1755139.438
Kano,Penthouse,7.0,1.0,4.0,3173799.526
Sokoto,Terrace duplex,2.0,1.0,5.0,1155158.434
Cross River,Terrace duplex,3.0,1.0,4.0,1822836.825
Gombe,Bungalow,3.0,1.0,4.0,1196063.376
Kogi,Terrace duplex,3.0,1.0,4.0,1247763.858
Nasarawa,Townhouse,1.0,1.0,1.0,1388669.485
Cross River,Apartment,4.0,3.0,5.0,1931334.87
Kwara,Detached duplex,5.0,4.0,2.0,2252275.752
Oyo,Bungalow,9.0,7.0,4.0,2975184.733
Plateau,Townhouse,1.0,1.0,1.0,1110888.39
Taraba,Bungalow,6.0,1.0,5.0,1857387.618
Bayelsa,Apartment,6.0,6.0,2.0,2825367.816
Ondo,Bungalow,7.0,6.0,2.0,2520293.978
Kano,Flat,4.0,1.0,2.0,1435472.638
Edo,Penthouse,9.0,1.0,6.0,4119626.46
Oyo,Semi-detached duplex,7.0,6.0,3.0,2783007.809
Enugu,Townhouse,2.0,1.0,5.0,1889643.599
Edo,Terrace duplex,3.0,2.0,4.0,1904114.025
Kebbi,Townhouse,4.0,3.0,5.0,1718417.852
Gombe,Mansion,6.0,2.0,3.0,3536092.949
Akwa Ibom,Penthouse,4.0,2.0,3.0,3661889.302
Bauchi,Bungalow,3.0,2.0,2.0,1051538.321
Delta,Semi-detached duplex,2.0,1.0,1.0,1835049.99
Abia,Bungalow,2.0,2.0,5.0,1016572.176
Jigawa,Semi-detached duplex,4.0,3.0,5.0,1611711.662
Oyo,Semi-detached duplex,3.0,3.0,6.0,1830520.297
Jigawa,Townhouse,5.0,2.0,2.0,1790766.331
Cross River,Detached duplex,2.0,2.0,3.0,2115173.281
Bayelsa,Bungalow,3.0,2.0,2.0,2090391.056
Adamawa,Townhouse,8.0,6.0,3.0,2844249.402
Lagos,Apartment,5.0,2.0,2.0,2061514.006
Yobe,Penthouse,2.0,2.0,3.0,1519152.163
Kano,Townhouse,2.0,1.0,3.0,1613527.206
Anambra,Semi-detached duplex,2.0,2.0,1.0,1441743.903
Ebonyi,Townhouse,2.0,2.0,2.0,1129259.638
Abia,Detached duplex,1.0,1.0,4.0,1115651.062
Adamawa,Terrace duplex,4.0,2.0,1.0,1414868.788
Jigawa,Flat,8.0,2.0,6.0,2109688.284
Oyo,Bungalow,6.0,6.0,6.0,2406849.12
Oyo,Townhouse,5.0,1.0,4.0,2319286.977
Yobe,Mansion,4.0,3.0,2.0,2891585.585
Ekiti,Apartment,8.0,2.0,5.0,2257757.903
Adamawa,Semi-detached duplex,5.0,1.0,4.0,1747177.193
Ebonyi,Bungalow,2.0,2.0,4.0,998354.1336
Abia,Terrace duplex,6.0,1.0,1.0,1754927.966
Borno,Mansion,4.0,3.0,3.0,2999950.394
Sokoto,Semi-detached duplex,5.0,4.0,3.0,1758870.636
Oyo,Bungalow,8.0,7.0,6.0,2883405.468
Kwara,Penthouse,5.0,2.0,3.0,2425495.847
Benue,Terrace duplex,8.0,2.0,5.0,2471556.324
Akwa Ibom,Terrace duplex,7.0,2.0,3.0,3067873.147
Zamfara,Mansion,5.0,1.0,4.0,1661165.344
Adamawa,Mansion,3.0,2.0,3.0,3977663.535
Zamfara,Penthouse,7.0,4.0,4.0,2747200.884
Edo,Apartment,1.0,1.0,4.0,1140971.584
Cross River,Flat,3.0,2.0,6.0,1924532.341
Ondo,Semi-detached duplex,4.0,3.0,3.0,2140936.983
Niger,Penthouse,5.0,1.0,2.0,2257078.6
Bayelsa,Terrace duplex,3.0,2.0,1.0,2172564.398
Kaduna,Apartment,3.0,2.0,3.0,1180136.939
Kaduna,Apartment,8.0,2.0,3.0,2073252.2
Rivers,Flat,3.0,2.0,3.0,1816869.058
Delta,Mansion,2.0,1.0,3.0,3813180.757
Enugu,Apartment,1.0,1.0,6.0,1175155.481
Taraba,Townhouse,8.0,7.0,2.0,2779302.369
